UID,track,title,authors,abstract,presentation_id,presentation_id_intro,pdf_url,date1,time1,date2,time2,room_letter1,room_letter2,room,cluster,position,cluster_name,gather_town_link
IAAI-101,EMERGING,Predicting Parking Availability from Mobile Payment Transactions with Positive Unlabeled Learning,Jonas Sonntag|Michael Engel|Lars Schmidt-Thieme,"Cruising for parking in city centers is a problem for many motorists and for communities that need to reduce emissions. A widespread provision of parking assistance to address this problem requires a scalable system to generate availability information. Existing approaches to estimate the availability of parking spaces use supervised learning and depend on ground-truth labeling processes involving sensors or manual data collection. This dependency constraints the widespread roll-out and operation of such systems as the ground-truth data collection for model training, monitoring and retraining is prohibitively expensive. We describe a parking availability prediction system for paid on-street parking zones that does not depend on costly ground-truth labeling. The new approach uses solely data from parking ticket bookings via a mobile phone app. Every parking transaction serves as an implicit signal for the availability of one parking spot shortly before the booking. The system leverages this weak supervision signal by applying algorithms and metrics for positive-unlabeled learning (PU-learning). This approach enables the deployment in diverse regions, as well as the scalable monitoring and retraining of models. We evaluate our framework on a public dataset from Seattle.",38951130,38951176,https://www.aaai.org/AAAI21Papers/IAAI-101.SonntagJ.pdf,4-Feb,,,,G,,IAAI-D1-B,B,2,commerce,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-101
IAAI-104,EMERGING,Personalizing Individual Comfort in the Group Setting,Emil Laftchiev|Diego Romeres|Daniel Nikovski,"Maintaining individual thermal comfort in indoor spaces shared by multiple occupants is difficult because it requires both intuition about the thermal properties of the room, as well as an understanding of the thermal comfort preferences of each individual. We explore an approach to optimizing individual thermal comfort within a group through temperature set-point optimization of HVAC equipment. We propose a weakly-supervised algorithm to learn the individual thermal comfort preferences and an autoencoding framework to learn static approximations of room thermodynamics. We further propose two approaches to learn a control law that sets the HVAC set-points subject to the preferred user temperatures. The proposed method is tested on a real data-set obtained from workers in an open office. The results show that, on average, the temperature in the room at each user's location can be regulated to within 0.5C of the user's desired temperature.",38951131,38951177,https://www.aaai.org/AAAI21Papers/IAAI-104.LaftchievE.pdf,5-Feb,,,,G,,IAAI-D2-D,D,4,,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-104
IAAI-105,EMERGING,Device Fabrication Knowledge Extraction from Materials Science Literature,Neelanshi Wadhwa|Sarath S|Sapan Shah|Sreedhar Reddy|Pritwish Mitra|Deepak Jain|Beena Rai,"Devices like solar cells, batteries etc. often comprise of a host of material types including organic, inorganic and hybrid materials. The fabrication procedures for these devices involve screening or designing the right set of materials and then subjecting them to a sequence of operations under very specific conditions. The performance characteristics of a device critically depend on the materials used in its fabrication, the specific operations carried out, their operating conditions and the specific sequence in which they are carried out. The space of potential materials, operations and operating conditions is vast, and selecting the right combination thereof to achieve the desired characteristics is a knowledge intensive activity. A large amount of such device fabrication knowledge is available in the form of publications, patents, company reports and so on. In this paper, we present a system that systematically extracts this knowledge from materials science literature. The extracted knowledge is represented as knowledge graphs conforming to an ontology that can be queried to make informed decisions in device fabrication procedures. The system first identifies the set of relevant paragraphs that contain fabrication knowledge. It then employs state of the art entity and relation extraction models to identify instances of operations, methods, materials, etc. and relations between them. The system then applies an unsupervised algorithm to identify sequences of operations representing fabrication procedures. We applied our system on solar cell fabrication knowledge extraction and achieved good performance. We believe our results provide much needed impetus for further work in this area.",38951132,38951178,https://www.aaai.org/AAAI21Papers/IAAI-105.WadhwaN.pdf,5-Feb,,,,G,,IAAI-D2-A,A,2,engineering,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-105
IAAI-113,EMERGING,Using Online Planning and Acting to Recover from Cyberattacks on Software-Defined Networks,Sunandita Patra|Alexander Velazquez|Myong Kang|Dana Nau,"We describe ACR-SDN, a system to monitor, diagnose, and quickly respond to attacks or failures that may occur in software-defined networks (SDNs). An integral part of ACR-SDN is its use of RAE+UPOM, an automated acting and planning engine that uses hierarchical refinement. To advise ACR-SDN on how to recover a target system from faults and attacks, RAE+UPOM uses attack recovery procedures written as hierarchical operational models. Our experimental results show that the use of refinement planning in ACR-SDN is successful in recovering SDNs from attacks with respect to five performance metrics: estimated time for recovery, efficiency, retry ratio, success ratio, and costEffectiveness.",38951133,38951179,https://www.aaai.org/AAAI21Papers/IAAI-113.PatraS.pdf,4-Feb,,,,G,,IAAI-D1-D,D,2,security,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-113
IAAI-119,EMERGING,SKATE: A Natural Language Interface for Encoding Structured Knowledge,Clifton McFate|Aditya Kalyanpur|Dave Ferrucci|Andrea Bradshaw|Ariel Diertani|David Melville|Lori Moon,"In Natural Language (NL) applications, there is often a mismatch between what the NL interface is capable of interpreting and what a lay user knows how to express. This work describes a novel natural language interface that reduces this mismatch by refining natural language input through successive, automatically generated semi-structured templates. In this paper we describe how our approach, called SKATE, uses a neural semantic parser to parse NL input and suggest semi-structured templates, which are recursively filled to produce fully structured interpretations. We also show how SKATE integrates with a neural rule-generation model to interactively suggest and acquire commonsense knowledge. We provide a preliminary coverage analysis of SKATE for the task of story understanding, and then describe a current business use-case of the technology in a restricted domain: COVID-19 policy design.",38951134,38951180,https://www.aaai.org/AAAI21Papers/IAAI-119.McFateC.pdf,5-Feb,,,,G,,IAAI-D2-B,B,3,knowledge,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-119
IAAI-124,DEPLOYED,Accurate and Interpretable Machine Learning for Transparent Pricing of Health Insurance Plans,Rohun Kshirsagar|Li-Yen Hsu|Charles H. Greenberg|Matthew McLelland|Anushadevi Mohan|Wideet Shende|Nicolas P. Tilmans|Min Guo|Ankit Chheda|Meredith Trotter|Shonket Ray|Miguel Alvarado,"Health insurance companies cover half of the United States population through commercial employer-sponsored health plans and pay 1.2 trillion US dollars every year to cover medical expenses for their members.  The actuary and underwriter roles at a health insurance company serve to assess which risks to take on and how to price those risks to ensure profitability of the organization.  While Bayesian hierarchical models are the current standard in the industry to estimate risk, interest in machine learning as a way to improve upon these existing methods is increasing. Lumiata, a healthcare analytics company, ran a study with a large health insurance company in the United States.  We evaluated the ability of machine learning models to predict the per member per month cost of employer groups in their next renewal period, especially those groups who will cost less than 95\% of what an actuarial model predicts (groups with ""concession opportunities""). We developed a sequence of two models, an individual patient-level and an employer-group-level model, to predict the annual per member per month allowed amount for employer groups, based on a population of 14 million patients. Our models performed 20\% better than the insurance carrier's existing pricing model, and identified 84\% of the concession opportunities. This study demonstrates the application of a machine learning system to compute an accurate and fair price for health insurance products and analyzes how explainable machine learning models can exceed actuarial models' predictive accuracy while maintaining interpretability.",38951135,38951181,https://www.aaai.org/AAAI21Papers/IAAI-124.KshirsagarR.pdf,6-Feb,,,,G,,IAAI-D3-C,C,1,bioscience,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-124
IAAI-132,DEPLOYED,Mars Image Content Classification: Three Years of NASA Deployment and Recent Advances,Kiri Wagstaff|Steven Lu|Emily Dunkel|Kevin Grimes|Brandon Zhao|Jesse Cai|Shoshanna B. Cole|Gary Doran|Raymond Francis|Jake Lee|Lukas Mandrake,"The NASA Planetary Data System hosts millions of images acquired from the planet Mars. To help users quickly find images of interest, we have developed and deployed content-based classification and search capabilities for Mars orbital and surface images. The deployed systems are publicly accessible using the PDS Image Atlas. We describe the process of training, evaluating, calibrating, and deploying updates to two CNN classifiers for images collected by Mars missions. We also report on three years of deployment including usage statistics, lessons learned, and plans for the future.",38951136,38951182,https://www.aaai.org/AAAI21Papers/IAAI-132.WagstaffK.pdf,4-Feb,,,,G,,IAAI-D1-A,A,3,aerospace,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-132
IAAI-140,DEPLOYED,An End-to-End Solution for Named Entity Recognition in eCommerce Search,Xiang Cheng|Mitchell Bowden|Bhushan Ramesh Bhange|Priyanka Goyal|Thomas Packer|Faizan Javed,"Named entity recognition (NER) is a critical step in modern search query understanding. In the domain of eCommerce, identifying the key entities, such as brand and product type, can help a search engine retrieve relevant products and therefore offer an engaging shopping experience. Recent research shows promising results on shared benchmark NER tasks using deep learning methods, but there are still unique challenges in the industry regarding domain knowledge, training data, and model production. This paper demonstrates an end-to-end solution to address these challenges. The core of our solution is a novel model training framework ”TripleLearn” which iteratively learns from three separate training datasets, instead of one training set as is traditionally done. Using this approach, the best model lifts the F1 score from 69.5 to 93.3 on the holdout test data. In our offline experiments, TripleLearn improved the model performance compared to traditional training approaches which use a single set of training data. Moreover, in the online A/B test, we see significant improvements in user engagement and revenue conversion. The model has been live on homedepot.com for more than 9 months, boosting search conversions and revenue. Beyond our application, this TripleLearn framework, as well as the end-to-end process, is model-independent and problem-independent, so it can be generalized to more industrial applications, especially to the eCommerce industry which has similar data foundations and problems.",38951137,38951183,https://www.aaai.org/AAAI21Papers/IAAI-140.ChengX.pdf,4-Feb,,,,G,,IAAI-D1-C,C,4,commerce,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-140
IAAI-142,EMERGING,Data-Driven Multimodal Patrol Planning for Anti-Poaching,Weizhe Chen|Weinan Zhang|Duo Liu|Weiping Li|Xiaojun Shi|Fei Fang,"Wildlife poaching is threatening key species that play important roles in the ecosystem. With historical ranger patrol records, it is possible to provide data-driven predictions of poaching threats and plan patrols to combat poaching. However, the patrollers often patrol in a multimodal way, which combines driving and walking. It is a tedious task for the domain experts to manually plan such a patrol and as a result, the planned patrol routes are often far from optimal. In this paper, we propose a data-driven approach for multimodal patrol planning. We first use machine learning models to predict the poaching threats and then use a novel mixed-integer linear programming-based algorithm to plan the patrol route. In a field test focusing on the machine learning prediction result at Jilin Huangnihe National Nature Reserve (HNHR) in December 2019, the rangers found 42 snares, which is significantly higher than the historical record. Our offline experiments show that the resulting multimodal patrol routes can improve the efficiency of patrol and thus they can serve as the basis for future deployment in the field.",38951138,38951184,https://www.aaai.org/AAAI21Papers/IAAI-142.ChenW.pdf,4-Feb,,,,G,,IAAI-D1-D,D,3,security,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-142
IAAI-145,DEPLOYED,Preclinical Stage Alzheimer's Disease Detection Using Magnetic Resonance Image Scans,Fatih Altay|Guillermo Ramon Sánchez|Yanli James|Stephen V. Faraone|Senem Velipasalar|Asif Salekin,"Alzheimer's disease is one of the diseases that mostly affects older people without being a part of aging. The most common symptoms include problems with communicating and abstract thinking, as well as disorientation. It is important to detect Alzheimer's disease in early stages so that cognitive functioning would be improved by medication and training. In this paper, we propose two attention model networks for detecting Alzheimer's disease from MRI images to help early detection efforts at the preclinical stage. We also compare the performance of these two attention network models with a baseline model. Recently available OASIS-3 Longitudinal Neuroimaging, Clinical, and Cognitive Dataset is used to train, evaluate and compare our models. The novelty of this research resides in the fact that we aim to detect Alzheimer's disease when all the parameters, physical assessments, and clinical data state that the patient is healthy and showing no symptoms.",38951139,38951185,https://www.aaai.org/AAAI21Papers/IAAI-145.AltayF.pdf,6-Feb,,,,G,,IAAI-D3-C,C,2,bioscience,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-145
IAAI-146,EMERGING,Path to Automating Ocean Health Monitoring,Mak Ahmad|J. Scott Penberthy|Abigail Powell,"Marine ecosystems directly and indirectly impact human health, providing benefits such as essential food sources, coastal protection and biomedical compounds. Monitoring changes in marine species is important because impacts such as overfishing, ocean acidification and hypoxic zones can negatively affect both human and ocean health. The US west coast supports a diverse assemblage of deep-sea corals that provide habitats for fish and numerous other invertebrates. Currently, National Oceanic Atmospheric Administration (NOAA) scientists manually track the health of coral species using extractive methods. In this paper, we test the viability of using a machine learning algorithm Convolutional Neural Network (CNN) to automatically classify coral species, using field-collected coral images in collaboration with NOAA. We fine tune the hyperparameters of our model to surpass the human F-score. We also highlight a scalable opportunity to monitor ocean health automatically while preserving corals.",38951140,38951186,https://www.aaai.org/AAAI21Papers/IAAI-146.AhmadM.pdf,6-Feb,,,,G,,IAAI-D3-B,B,4,bioscience,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-146
IAAI-149,DEPLOYED,EeLISA: Combating Global Warming through the Rapid Analysis of Eelgrass Wasting Disease,Brendan H. Rappazzo|Morgan E. Eisenlord|Olivia J. Graham|Lillian R. Aoki|Phoebe D. Dawkins|Drew Harvell|Carla P. Gomes,"Global warming is the greatest threat facing our planet, and is causing environmental disturbance at an unprecedented scale. We are strongly positioned to leverage the advancements of Artificial Intelligence (AI) and Machine Learning (ML) which provide humanity, for the first time in history, an analysis and decision making tool at massive scale. Strong evidence supports that global warming is contributing to marine ecosystem decline, including eelgrass habitat. Eelgrass is affected by an opportunistic marine pathogen and infections are likely exacerbated by rising ocean temperatures. The necessary disease analysis required to inform conservation priorities is incredibly laborious, and acts as a significant bottleneck for research. To this end, we developed EeLISA (Eelgrass Lesion Image Segmentation Application). EeLISA enables ecologist experts to train a segmentation module to perform this crucial analysis at human level accuracy, while minimizing their labeling time and integrating into their existing workflow. EeLISA has been deployed for over 16 months, and has facilitated the preparation of four manuscripts including a critical eelgrass study ranging from Southern California to Alaska. These studies, utilizing EeLISA, have led to scientific insight and discovery in marine disease ecology.",38951141,38951187,https://www.aaai.org/AAAI21Papers/IAAI-149.RappazzoB.pdf,6-Feb,,,,G,,IAAI-D3-C,C,3,bioscience,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-149
IAAI-151,DEPLOYED,Author Homepage Discovery in CiteSeerX,Krutarth Patel|Cornelia Caragea|Doina Caragea|C. Lee Giles,"Scholarly digital libraries provide access to scientific publications and comprise useful resources for researchers. CiteSeerX is one such digital library search engine that provides access to more than 10 million academic documents. We propose a novel search-driven approach to build and maintain a large collection of homepages that can be used as seed URLs in any digital library including CiteSeerX to crawl scientific documents. Precisely, we integrate Web search and classification in a unified approach to discover new homepages: first, we use publicly-available author names and research paper titles as queries to a Web search engine to find relevant content, and then we identify the correct homepages from the search results using a powerful deep learning classifier based on Convolutional Neural Networks. Moreover, we use Self-Training in order to reduce the labeling effort and to utilize the unlabeled data to train the efficient researcher homepage classifier. Our experiments on a large scale dataset highlight the effectiveness of our approach, and position Web search as an effective method for acquiring authors' homepages. We show the development and deployment of the proposed approach in CiteSeerX and the maintenance requirements.",38951142,38951188,https://www.aaai.org/AAAI21Papers/IAAI-151.PatelK.pdf,5-Feb,,,,G,,IAAI-D2-C,C,3,knowledge,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-151
IAAI-152,EMERGING,DeepCOVID: An Operational Deep Learning-Driven Framework for Explainable Real-Time COVID-19 Forecasting,Alexander Rodriguez|Anika Tabassum|Jiaming Cui|Jiajia Xie|Javen Ho|Pulak Agarwal|Bijaya Adhikari|B. Aditya Prakash,"How do we forecast an emerging pandemic in real time in a purely data-driven manner? How to leverage rich heterogeneous data based on various signals such as mobility, testing, and/or disease exposure for forecasting? How to handle noisy data and generate uncertainties in the forecast? In this paper, we present DeepCOVID, an operational deep learning framework designed for real-time COVID-19 forecasting. DeepCOVID works well with sparse data and can handle noisy heterogeneous data signals by propagating the uncertainty from the data in a principled manner resulting in meaningful uncertainties in the forecast. The deployed framework also consists of modules for both real-time and retrospective exploratory analysis to enable interpretation of the forecasts. Results from real-time predictions (featured on the CDC website and FiveThirtyEight.com) since April 2020 indicates that our approach is competitive among the methods in the COVID-19 Forecast Hub, especially for short-term predictions.",38951143,38951189,https://www.aaai.org/AAAI21Papers/IAAI-152.RodriguezA.pdf,6-Feb,,,,G,,IAAI-D3-D,D,1,covid,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-152
IAAI-154,EMERGING,Deep Epidemiological Modeling by Black-Box Knowledge Distillation: An Accurate Deep Learning Model for COVID-19,Dongdong Wang|Shunpu Zhang|Liqiang Wang,"Precise prediction on epidemiological transmission dynamics is crucial to the prevention of infectious diseases in public health such as COVID-19. The quality of forecasting is subject to the model accuracy for complex transmission dynamics under varying conditions. However, it is almost infeasible to design a single physical model to capture all complex dynamics in epidemiological transmission. A mixture model that integrates many epidemiological models is a potential solution; however, it is very difficult to build an accurate yet efficient mixture model using conventional approaches. To address this issue, we propose a novel deep learning approach using black-box knowledge distillation for both accurate and practical transmission dynamics prediction. First, we develop a simulation system consisting of many mixture models with different parameters. Next, we use simulated observation sequences to query the simulation system to achieve simulated projection sequences as knowledge. To improve query efficiency and model accuracy, sequence mixup is proposed to reduce model queries and improve distillation accuracy. Then, we train a student deep neural network with the retrieved and mixed observation-projection sequences.  The case study on COVID-19 shows this black-box knowledge distillation approach works very accurately and efficiently, i.e., achieves precise projection results with much lower computation cost in realistic complex scenarios.",38951144,38951190,https://www.aaai.org/AAAI21Papers/IAAI-154.WangD.pdf,6-Feb,,,,G,,IAAI-D3-D,D,2,covid,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-154
IAAI-157,EMERGING,Twitter Event Summarization by Exploiting Semantic Terms and Graph Network,Quanzhi Li|Qiong Zhang,"Twitter is a fast communication channel for gathering and spreading breaking news, and it generates a large volume of tweets for most events. Automatically creating a summary for an event is necessary and important. In this study, we explored two extractive approaches for summarizing events on Twitter. The first one exploits the semantic types of event related terms, and ranks the tweets based on the score computed from these semantic terms. The second one utilizes a graph convolutional network built from a tweet relation graph to generate tweet hidden features for tweet salience estimation. And the most salient tweets are selected as the summary of the event.   Our experiments show that these two approaches outperform the compared methods.",38951145,38951191,https://www.aaai.org/AAAI21Papers/IAAI-157.LiQ.pdf,5-Feb,,,,G,,IAAI-D2-B,B,4,knowledge,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-157
IAAI-165,EMERGING,Spatiotemporal Graph Neural Network for Performance Prediction of Photovoltaic Power Systems,Ahmad Maroof Karimi|Yinghui Wu|Mehmet Koyuturk|Roger H. French,"In recent years, a large number of photovoltaic (PV) systems have been added to the electrical grid as well as installed as off-grid systems. The trend suggests the deployment of the PV systems will continue to rise in the future. Thus, accurate forecasting of PV performance measure is critical for the reliability of PV systems. Due to complex non-linear variability in power output of the PV systems, forecasting PV power is a non-trivial task. The variability affects the stability and planning of a power system network, and accurate forecasting of the performance of the PV system can reduce the uncertainty caused during PV operation. In this work, we leverage spatial and temporal coherence among the power plants for PV power forecasting. Our approach is motivated by the observation that power plants in a region undergo similar environmental exposure. Thus, one power plant’s performance can help improve the forecast of other power plants’ power values in the region. We utilize the relationship between PV plants to build a spatiotemporal graph neural network (st-GNN) and train machine learning models to forecast the PV power. The computational experiments on large-scale data from a network of 316 systems show that spatiotemporal forecasting of PV power performs significantly better than a model that only applies temporal convolution to isolated nodes. Furthermore, the longer the future forecast time, the difference between the spatiotemporal forecasting and the isolated network when only temporal convolution is applied increases further.",38951146,38951192,https://www.aaai.org/AAAI21Papers/IAAI-165.KarimiAM.pdf,5-Feb,,,,G,,IAAI-D2-A,A,3,engineering,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-165
IAAI-167,EMERGING,Structural Attention Mechanism and Automated Semantic Segmentation Ensembled for Uncertainty Prediction,Charles Kantor|Brice Rauby|Léonard Boussioux|Emmanuel Jehanno|Hugues Talbot,"While the basic methods of image classification are bench-marked on large databases of widely varying objects, many AI real-world applications require advanced, fine-grained classification, to distinguish between items with similar global patterns, like insects or birds, but that differ by small details. Therefore, we propose in this paper to use attention and segmentation methods to distinguish foreground from background, and to use this as a confidence measure, based on the overlap between the segmentation and the attention masks. We show that confidence in the classification grows as this overlap increases. This confidence and identification tools are of practical interest in biology for automated wildlife recognition and we focus on the butterfly classification use case as a useful proof-of-concept for entomologists. Our technology is currently deployed in real-world on widely used crowdsourcing platforms and museums to annotate large scale data efficiently and engage citizen scientists.",38951147,38951193,https://www.aaai.org/AAAI21Papers/IAAI-167.KantorC.pdf,6-Feb,,,,G,,IAAI-D3-A,A,3,AI,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-167
IAAI-171,EMERGING,Deepening the Sense of Touch in Planetary Exploration with Geometric and Topological Deep Learning,Yuzhou Chen|Yuliya Marchetti|Yulia R. Gel,"Tactile and embedded sensing is a new concept that has recently appeared in the context of rovers and planetary exploration missions. Various sensors such as those measuring pressure and integrated directly on wheels have the potential to add a ""sense of touch"" to exploratory vehicles. We investigate the utility of deep learning (DL), from conventional Convolutional Neural Networks (CNN) to emerging geometric and topological DL, to terrain classification for planetary exploration based on a novel dataset from an experimental tactile wheel concept. The dataset includes 2D conductivity images from a pressure sensor array, which is wrapped around a rover wheel and is able to read pressure signatures of the ground beneath the wheel. Neither newer nor traditional DL tools have been previously applied to tactile sensing data. We discuss insights into advantages and limitations of these methods for the analysis of non-traditional pressure images and their potential use in planetary surface science.",38951148,38951194,https://www.aaai.org/AAAI21Papers/IAAI-171.ChenY.pdf,4-Feb,,,,G,,IAAI-D1-A,A,2,aerospace,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-171
IAAI-174,EMERGING,A Reciprocal Embedding Framework for Modelling Mutual Preferences,R. Ramanathan|Nicolas K. Shinada|Michinobu Shimatani|Yuhei Yamaguchi|Junichi Tanaka|Yuta Iizuka|Sucheendra K. Palaniappan,"Understanding the mutual preferences between potential dating partners is core to the success of modern web-scale personalized recommendation systems that power online dating platforms. In contrast to classical user-item recommendation systems which model the unidirectional preferences of users to items, understanding the bidirectional preferences between people in a reciprocal recommendation system is more complex and challenging given the dynamic nature of interactions. In this paper, we describe a reciprocal recommendation system we built for one of the leading online dating applications in Japan. We also discuss the lessons learnt from designing, developing and deploying the reciprocal recommendation system in production.",38951149,38951195,https://www.aaai.org/AAAI21Papers/IAAI-174.RamanathanR.pdf,5-Feb,,,,G,,IAAI-D2-C,C,4,knowledge,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-174
IAAI-176,EMERGING,Topological Machine Learning Methods for Power System Responses to Contingencies,Brian Bush|Yuzhou Chen|Dorcas Ofori-Boateng|Yulia R. Gel,"While deep learning tools, coupled with the emerging machinery of topological data analysis, are proven to deliver various performance gains in a broad range of applications, from image classification to biosurveillance to blockchain fraud detection, their utility in areas of high societal importance such as power system modeling and, particularly, resilience quantification in the energy sector yet remains untapped. To provide fast acting synthetic regulation and contingency reserve services to the grid while having minimal disruptions on customer quality of service, we propose a new topology-based system that depends on a neural network architecture for impact metric classification and prediction in power systems. This novel topology-based system allows one to evaluate the impact of three power system contingency types, in conjunction with transmission lines, transformers, and transmission lines combined with transformers. We show that the proposed new neural network architecture equipped with local topological measures facilitates more accurate classification of unserved load as well as the amount of unserved load. In addition, we are able to learn more about the complex relationships between electrical properties and local topological measurements on their simulated response to contingencies for the NREL-SIIP power system.",38951150,38951196,https://www.aaai.org/AAAI21Papers/IAAI-176.BushB.pdf,5-Feb,,,,G,,IAAI-D2-A,A,4,engineering,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-176
IAAI-179,EMERGING,Attr2Style: A Transfer Learning Approach for Inferring Fashion Styles via Apparel Attributes,Rajdeep Hazra Banerjee|Abhinav Ravi|Ujjal Kr Dutta,"Popular fashion e-commerce platforms mostly provide details about low-level attributes of an apparel (for example, neck type, dress length, collar type, print etc) on their product detail pages. However, customers usually prefer to buy apparel based on their style information, or simply put, occasion (for example, party wear, sports wear, casual wear etc). Application of a supervised image-captioning model to generate style-based image captions is limited because obtaining ground-truth annotations in the form of style-based captions is difficult. This is because annotating style-based captions requires a certain amount of fashion domain expertise, and also adds to the costs and manual effort. On the contrary, low-level attribute based annotations are much more easily available. To address this issue, we propose a transfer-learning based image captioning model that is trained on a source dataset with sufficient attribute-based ground-truth captions, and used to predict style-based captions on a target dataset. The target dataset has only a limited amount of images with style-based ground-truth captions. The main motivation of our approach comes from the fact that most often there are correlations among the low-level attributes and the higher-level styles for an apparel. We leverage this fact and train our model in an encoder-decoder based framework using attention mechanism. In particular, the encoder of the model is first trained on the source dataset to obtain latent representations capturing the low-level attributes. The trained model is fine-tuned to generate style-based captions for the target dataset. To highlight the effectiveness of our method, we qualitatively and quantitatively demonstrate that the captions generated by our approach are close to the actual style information for the evaluated apparel. A Proof Of Concept (POC) for our model is under pilot at Myntra (www.myntra.com) where it is exposed to some internal users for feedback.",38951151,38951197,https://www.aaai.org/AAAI21Papers/IAAI-179.BanerjeeRH.pdf,4-Feb,,,,G,,IAAI-D1-B,B,3,commerce,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-179
IAAI-190,DEPLOYED,Using Unsupervised Learning for Data-Driven Procurement Demand Aggregation,Eran Shaham|Adam Westerski|Rajaraman Kanagasabai|Amudha Narayanan|Samuel Ong|Jiayu Wong|Manjeet Singh,"Procurement is an essential operation of every organization regardless of its size or domain. As such, aggregating the demands could lead to better value-for-money due to: (1) lower bulk prices; (2) larger vendor tendering; (3) lower shipping and handling fees; and (4) reduced legal and administration overheads. This paper describes our experience in developing an AI solution for demand aggregation and deploying it in A*STAR, a large governmental research organization in Singapore with procurement expenditure to the scale of hundreds of millions of dollars annually. We formulate the demand aggregation problem using a bipartite graph model depicting the relationship between procured items and target vendors, and show that identifying maximal edge bicliques within that graph would reveal potential demand aggregation patterns. We propose an unsupervised learning methodology for efficiently mining such bicliques using a novel Monte Carlo subspace clustering approach. Based on this, a proof-of-concept prototype was developed and tested with the end users during 2017, and later trialed and iteratively refined, before being rolled out in 2019. The final performance achieved on past cases benchmark was: 100% precision (all aggregation opportunities identified by the engine were correct) and 71% recall (the engine correctly identified 71% of the past aggregation exercises that were transformed into bulk tenders). The performance for new opportunities pointed out by the engine was 81% (i.e., 81% of the newly identified cases were deemed useful cases for potential bulk tender contracts in the future). Overall, the cost savings from the true positive contracts spotted so far are estimated to be S$7 million annually.",38951152,38951198,https://www.aaai.org/AAAI21Papers/IAAI-190.ShahamE.pdf,4-Feb,,,,G,,IAAI-D1-B,B,4,commerce,http://widget1.virtualchair.net/custom/aaai/jump?paperId=IAAI-190
