UID,title,authors,track,abstract,presentation_id,presentation_id_intro,pdf_url,date1,time1,date2,time2,room_letter1,room_letter2,room,cluster,position,cluster_name,gather_town_link
AAAI-6121,Fair and Efficient Allocations under Subadditive Valuations,Bhaskar R Chaudhury|Jugal Garg|Ruta Mehta,Main Track,"We study the problem of allocating a set of indivisible goods among agents with subadditive valuations in a fair and efficient manner. Envy-Freeness up to any good (EFX) is the most compelling notion of fairness in the context of indivisible goods. Although the existence of EFX is not known beyond the simple case of two agents with subadditive valuations, some good approximations of EFX are known to exist, namely 1/2-EFX allocation and EFX allocations with bounded charity.Nash welfare (the geometric mean of agents' valuations) is one of the most commonly used measures of efficiency. In case of additive valuations, an allocation that maximizes Nash welfare also satisfies fairness properties like Envy-Free up to one good (EF1). Although there is substantial work on approximating Nash welfare when agents have additive valuations, very little is known when agents have subadditive valuations. In this paper, we design a polynomial-time algorithm that outputs an allocation that satisfies either of the two approximations of EFX as well as achieves an O(n) approximation to the Nash welfare. Our result also improves the current best-known approximation of O(n log n) and O(m) to Nash welfare when agents have submodular and subadditive valuations, respectively.Furthermore, our technique also gives an O(n) approximation to a family of welfare measures, p-mean of valuations for p in (-\infty, 1], thereby also matching asymptotically the current best approximation ratio for special cases like p = -\infty while also retaining the remarkable fairness properties.",38948723,38950379,https://www.aaai.org/AAAI21Papers/AAAI-6121.ChaudhuryB.pdf,6-Feb,12:45AM-02:30AM,5-Feb,08:45AM-10:30AM,C,A,AB-D2-R1,D,6,Fair Division,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6121
AAAI-6122,Fair and Efficient Allocations under Lexicographic Preferences,Hadi Hosseini|Sujoy Sikdar|Rohit Vaish|Lirong Xia,Main Track,"Envy-freeness up to any good (EFX) provides a strong and intuitive guarantee of fairness in the allocation of indivisible goods. But whether such allocations always exist or whether they can be efficiently computed remains an important open question. We study the existence and computation of EFX in conjunction with various other economic properties under lexicographic preferences--a well-studied preference restriction model in artificial intelligence and economics. In sharp contrast to the known results for additive valuations, we not only prove the existence of EFX and Pareto optimal allocations, but in fact provide an algorithmic characterization of these two properties. We also characterize the mechanisms that are, in addition, strategyproof, non-bossy, and neutral. When the efficiency notion is strengthened to rank-maximality, we obtain non-existence and computational hardness results, and show that tractability can be restored when EFX is relaxed to another well-studied fairness notion called maximin share guarantee (MMS).",38948724,38950380,https://www.aaai.org/AAAI21Papers/AAAI-6122.HosseiniH.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,C,C,BC-D2-R1,H,6,Game Theory and Economic Paradigms,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6122
AAAI-6128,Deductive Learning for Weakly-Supervised 3D Human Pose Estimation via Uncalibrated Cameras,Xipeng Chen|Pengxu Wei|Liang Lin,Main Track,"Without prohibitive and laborious 3D annotations, weakly-supervised 3D human pose methods mainly employ the model regularization with geometric projection consistency or geometry estimation from multi-view images. Nevertheless, those approaches explicitly need known parameters of calibrated cameras, exhibiting a limited model generalization in various realistic scenarios. To mitigate this issue, in this paper, we propose a Deductive Weakly-Supervised Learning (DWSL) for 3D human pose machine. Our DWSL firstly learns latent representations on depth and camera pose for 3D pose reconstruction. Since weak supervision usually causes ill-conditioned learning or inferior estimation, our DWSL introduces deductive reasoning to make an inference for human pose from a view to another and develops a reconstruction loss to demonstrate what the model learns and infers is reliable. This learning by deduction strategy employs the view-transform demonstration and structural rules derived from depth, geometry and angle constraints, which improves the reliability of the model training with weak supervision. On three 3D human pose benchmarks, we conduct extensive experiments to evaluate our proposed method, which achieves superior performance in comparison with state-of-the-art weak-supervised methods. Particularly, our model shows an appealing potential for learning from 2D data captured in dynamic outdoor scenes, which demonstrates promising robustness and generalization in realistic scenarios.",38948725,38950381,https://www.aaai.org/AAAI21Papers/AAAI-6128.ChenX.pdf,8-Feb,12:45AM-02:30AM,7-Feb,08:45AM-10:30AM,D,B,AB-D4-R2,J,3,"Biometrics, Face, Gesture & Pose",http://widget1.virtualchair.net/custom/aaai/jump?paperId=6128
AAAI-6155,Tracking Disease Outbreaks from Sparse Data with Bayesian Inference,Bryan Wilder|Michael Mina|Milind Tambe,Main Track,"The COVID-19 pandemic provides new motivation for a classic problem in epidemiology: estimating the empirical rate of transmission during an outbreak (formally, the time-varying reproduction number) from case counts. While standard methods exist, they work best at coarse-grained national or state scales with abundant data, and struggle to accommodate the partial observability and sparse data common at finer scales (e.g., individual schools or towns). For example, case counts may be sparse when only a small fraction of infections are caught by a testing program. Or, whether an infected individual tests positive may depend on the kind of test and the point in time when they are tested. We propose a Bayesian framework which accommodates partial observability in a principled manner. Our model places a Gaussian process prior over the unknown reproduction number at each time step and models observations sampled from the distribution of a specific testing program. For example, our framework can accommodate a variety of kinds of tests (viral RNA, antibody, antigen, etc.) and sampling schemes (e.g., longitudinal or cross-sectional screening). Inference in this framework is complicated by the presence of tens or hundreds of thousands of discrete latent variables. To address this challenge, we propose an efficient stochastic variational inference method which relies on a novel gradient estimator for the variational objective. Experimental results for an example motivated by COVID-19 show that our method produces an accurate and well-calibrated posterior, while standard methods for estimating the reproduction number can fail badly.  ",38948726,38950382,https://www.aaai.org/AAAI21Papers/AAAI-6155.WilderB.pdf,4-Feb,08:45AM-10:30AM,4-Feb,04:45PM-06:30PM,C,C,BC-D1-R1,J,1,AI Responses to the COVID-19 Pandemic,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6155
AAAI-6159,Transfer Learning for Efficient Iterative Safety Validation,Anthony Corso|Mykel Kochenderfer,Main Track,Safety validation is important during the development of safety-critical autonomous systems but can require significant computational effort. Existing algorithms often start from scratch each time the system under test changes. We apply transfer learning to improve the efficiency of reinforcement learning based safety validation algorithms when applied to related systems. Knowledge from previous safety validation tasks is encoded through the action value function and transferred to future tasks with a learned set of attention weights. Including a learned state and action value transformation for each source task can improve performance even when systems have substantially different failure modes. We conduct experiments on safety validation tasks in gridworld and autonomous driving scenarios. We show that transfer learning can improve the initial and final performance of validation algorithms and reduce the number of training steps.,38948727,38950383,https://www.aaai.org/AAAI21Papers/AAAI-6159.CorsoA.pdf,5-Feb,12:45AM-02:30AM,4-Feb,08:45AM-10:30AM,D,B,AB-D1-R2,D,5,"Adversarial Learning, Attacks & Robustness",http://widget1.virtualchair.net/custom/aaai/jump?paperId=6159
AAAI-6162,ADAHESSIAN: An Adaptive Second Order Optimizer for Machine Learning,Zhewei Yao|Amir Gholami|Sheng Shen|Mustafa Mustafa|Kurt Keutzer|Michael Mahoney,Main Track,"Incorporating second-order curvature information into machine learning optimization algorithms can be subtle, and doing so naïvely can lead to high per-iteration costs associated with forming the Hessian and performing the associated linear system solve. To address this, we introduce ADAHESSIAN, a new stochastic optimization algorithm. ADAHESSIAN directly incorporates approximate curvature information from the loss function, and it includes several novel performance-improving features, including: (i) a fast Hutchinson based method to approximate the curvature matrix with low computational overhead; (ii) a spatial averaging to reduce the variance of the second derivative; and (iii) a root-mean-square exponential moving average to smooth out variations of the second-derivative across different iterations. We perform extensive tests on NLP, CV, and recommendation system tasks, and ADAHESSIAN achieves state-of-the-art results. In particular, we find that ADAHESSIAN: (i) outperforms AdamW for transformers by0.13/0.33 BLEU score on IWSLT14/WMT14, 2.7/1.0 PPLon PTB/Wikitext-103; (ii) outperforms AdamW for Squeeze-Bert by 0.41 points on GLUE; (iii) achieves 1.45%/5.55%higher accuracy on ResNet32/ResNet18 on Cifar10/ImageNetas compared to Adam; and (iv) achieves 0.032% better score than Adagrad for DLRM on the Criteo Ad Kaggle dataset. The cost per iteration of ADAHESSIANis comparable to first-order methods, and ADAHESSIAN exhibits improved robustness towards variations in hyperparameter values. The code for ADAHESSIAN is open-sourced and publicly-available [1].",38948728,38950384,https://www.aaai.org/AAAI21Papers/AAAI-6162.YaoZ.pdf,7-Feb,12:45AM-02:30AM,6-Feb,04:45PM-06:30PM,A,A,AC-D3-R1,G,4,Learning & Optimization,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6162
AAAI-6180,RNA Secondary Structure Representation Network for RNA-Proteins Binding Prediction,Liu Ziyi|Fulin Luo|Bo Du,Main Track,"RNA-binding proteins (RBPs) play a significant part in several biological processes in the living cell, such as gene regulation and mRNA localization. Several deep learning methods, especially the model based on convolutional neural network (CNN), have been used to predict the binding sites.However, previous methods fail to represent RNA secondary structure features. The traditional deep learning methods generally transform the RNA secondary structure to a regular matrix that cannot reveal the topological structure information of RNA. To effectively extract the structure features of RNA, we propose an RNA secondary structure representation network (RNASSR-Net) based on graph convolutional neural network (GCN) and convolution neural network (CNN) for RBP binding prediction. RNASSR-Net constructs the graph model derived from the RNA secondary structure to learn the topological properties of RNA. Then, it obtains the spatial importance of each base in RNA with CNN to guide the representation of the RNA secondary structure. Finally, RNASSR-Net combines the structure and sequence features to predict the binding sites. Experimental results demonstrate the proposed method outperforms a few state-of-the-art methods on the benchmarking datasets and gets a higher improvement on the small-size data. Besides, the proposed RNASSR-Net method  is also used to detect the accurate motifs compared with the experimentally verified motifs, which reveals the binding region location and RNA structure interpretation for some biological guidance in the future.",38948729,38950385,https://www.aaai.org/AAAI21Papers/AAAI-6180.LiuZ.pdf,6-Feb,12:45AM-02:30AM,5-Feb,08:45AM-10:30AM,C,A,AB-D2-R1,J,8,Applications,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6180
AAAI-6199,Making the Relation Matters: Relation of Relation Learning Network for Sentence Semantic Matching,Kun Zhang|Le Wu|Guangyi Lv|Meng Wang|Enhong Chen|Shulan Ruan,Main Track,"Sentence semantic matching is one of the fundamental tasks in natural language processing, which requires an agent to determine the semantic relation among input sentences. Recently, deep neural networks have achieved impressive performance in this area, especially BERT. Despite the effectiveness of these models, most of them treat output labels as meaningless one-hot vectors, underestimating the semantic information and guidance of relations that these labels reveal, especially for  tasks with a small number of labels. To address this problem, we propose a Relation of Relation Learning Network (R2-Net) for sentence semantic matching. Specifically, we first employ BERT to encode the input sentences from a global perspective. Then a CNN-based encoder is designed to capture keywords and phrase information from a local perspective. To fully leverage labels for better relation information extraction, we introduce a self-supervised relation of relation classification task for guiding R2-Net to consider more about labels. Meanwhile, a triplet loss is employed to distinguish the intra-class and inter-class relations in a finer granularity. Empirical experiments on two sentence semantic matching tasks demonstrate the superiority of our proposed model. As a byproduct, we have released the codes to facilitate other researches.",38948730,38950386,https://www.aaai.org/AAAI21Papers/AAAI-6199.ZhangK.pdf,7-Feb,12:45AM-02:30AM,6-Feb,04:45PM-06:30PM,A,A,AC-D3-R1,J,5,Semantics,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6199
AAAI-6207,Dual Adversarial Graph Neural Networks for Multi-Label Cross-Modal Retrieval,Shengsheng Qian|Dizhan Xue|Huaiwen Zhang|Quan Fang|Changsheng Xu,Main Track,"Cross-modal retrieval has become an active study field with the expanding scale of multimodal data. To date, most existing methods transform multimodal data into a common representation space where semantic similarities between items can be directly measured across different modalities. However, these methods typically suffer from following limitations: 1) They usually attempt to bridge the modality gap by designing losses in the common representation space which may not be sufficient to eliminate potential heterogeneity of different modalities in the common space. 2) They typically treat labels as independent individuals and ignore label relationships which are important for constructing semantic links between multimodal data. In this work, we propose a novel Dual Adversarial Graph Neural Networks (DAGNN) composed of the dual generative adversarial networks and the multi-hop graph neural networks, which learn modality-invariant and discriminative common representations for cross-modal retrieval. Firstly, we construct the dual generative adversarial networks to project multimodal data into a common representation space. Secondly, we leverage the multi-hop graph neural networks, in which a layer aggregation mechanism is proposed to exploit multi-hop propagation information, to capture the label correlation dependency and learn inter-dependent classifiers. Comprehensive experiments conducted on two cross-modal retrieval benchmark datasets, NUS-WIDE and MIRFlickr, indicate the superiority of DAGNN.",38948731,38950387,https://www.aaai.org/AAAI21Papers/AAAI-6207.QianS.pdf,7-Feb,12:45AM-02:30AM,6-Feb,04:45PM-06:30PM,A,A,AC-D3-R1,K,2,Language and Vision,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6207
AAAI-6208,ERNIE-ViL: Knowledge Enhanced Vision-Language Representations through Scene Graphs,Fei Yu|Jiji Tang|Weichong Yin|Yu Sun|Hao Tian|Hua Wu|Haifeng Wang,Main Track,"We propose a knowledge-enhanced approach, ERNIE-ViL, which incorporates structured knowledge obtained from scene graphs to learn joint representations of vision-language. ERNIE-ViL tries to build the detailed semantic connections (objects, attributes of objects and relationships between objects) across vision and language, which are essential to vision-language cross-modal tasks. Utilizing scene graphs of visual scenes, ERNIE-ViL constructs Scene Graph Prediction tasks, i.e., Object Prediction, Attribute Prediction and Relationship Prediction tasks in the pre-training phase. Specifically, these prediction tasks are implemented by predicting nodes of different types in the scene graph parsed from the sentence. Thus, ERNIE-ViL can learn the joint representations characterizing the alignments of the detailed semantics across vision and language. After pre-training on large scale image-text aligned datasets, we validate the effectiveness of ERNIE-ViL on 5 cross-modal downstream tasks. ERNIE-ViL achieves state-of-the-art performances on all these tasks and ranks the first place on the VCR leaderboard with an absolute improvement of 3.7%.",38948732,38950388,https://www.aaai.org/AAAI21Papers/AAAI-6208.YuFei.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,D,D,BC-D2-R2,J,8,Language and Vision,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6208
AAAI-6211,Constrained Risk-Averse Markov Decision Processes,Mohamadreza Ahmadi|Ugo Rosolia|Michel Ingham|Richard M Murray|Aaron Ames,Main Track,"We consider the problem of designing policies for Markov decision processes (MDPs) with dynamic coherent risk objectives and constraints. We begin by formulating the problem in a Lagrangian framework. Under the assumption that the risk objectives and constraints can be represented by a Markov risk transition mapping, we propose an optimization-based method to synthesize Markovian policies that lower-bound the constrained risk-averse problem.  We demonstrate that the formulated optimization problems are in the form of difference convex programs (DCPs) and can be solved by the disciplined convex-concave programming (DCCP) framework. We show that these results generalize linear programs for constrained MDPs with total discounted expected costs and constraints. Finally, we illustrate the effectiveness of the proposed method with numerical experiments on a rover navigation problem involving conditional-value-at-risk (CVaR) and entropic-value-at-risk (EVaR) coherent risk measures.",38948733,38950389,https://www.aaai.org/AAAI21Papers/AAAI-6211.AhmadiM.pdf,5-Feb,12:45AM-02:30AM,4-Feb,04:45PM-06:30PM,A,A,AC-D1-R1,B,7,"Planning, Routing and Scheduling",http://widget1.virtualchair.net/custom/aaai/jump?paperId=6211
AAAI-6218,Learning Interpretable Models for Couple Networks under Domain Constraints,Hongyuan You|Sikun Lin|Ambuj Singh,Main Track,"Modeling the behavior of coupled networks is challenging due to their intricate dynamics. For example in neuroscience, it is of critical importance to understand the relationship between the functional neural processes and the anatomical connectivities. Modern neuroimaging techniques allow us to separately measure functional connectivities through fMRI imaging and measure underlying white matter wirings through diffusion imaging. Previous studies have shown that structural edges in brain networks improve the inference of functional edges and vice versa. In this paper, we investigate the idea of coupled networks through an optimization framework by focusing on interactions between structural edges and functional edges of brain networks. We consider both types of edges as observed instances of random variables that represent different underlying network processes. The proposed framework does not depend on the Gaussian functional form and achieves a more robust selection on non-Gaussian data compared with existing approaches. To incorporate existing domain knowledge into such studies, we propose a novel formulation to place hard network constraints on the noise term while estimating interactions. This not only leads to a cleaner way of applying network constraints but also brings a more scalable solution when the network connectivity is sparse. We validate our method on multishell diffusion and task-evoked fMRI datasets from Human Connectome Project, leading to both important insights on structural backbones that support various types of task activities performed during the scanning sessions as well as general solutions to the study of coupled networks.",38948734,38950390,https://www.aaai.org/AAAI21Papers/AAAI-6218.YouH.pdf,5-Feb,12:45AM-02:30AM,4-Feb,04:45PM-06:30PM,A,A,AC-D1-R1,G,6,Applications,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6218
AAAI-6224,A Hybrid Probabilistic Approach for Table Understanding,Kexuan Sun|Harsha Rayudu|Jay Pujara,Main Track,"Tables of data are used to record vast amounts of socioeconomic, scientific, and governmental information. Unfortunately, although humans create tables using underlying organizational principles, AI systems struggle to understand the contents of these tables. We address this problem of automated table understanding by creating an end-to-end system that identifies cell types, groups these cells into blocks of data playing a similar functional role, and predicts the relationships between these blocks. We introduce a hybrid, neuro-symbolic approach, combining embedded representations learned from thousands of tables with probabilistic constraints that capture regularities in how humans organize tables. Our system is able to better capture positional invariants about headers and homogeneity of data types. Prior work has focused on a subset of these tasks, so we introduce a new benchmark dataset comprised of 431 tables from data.gov. The evaluation results show that our system improves over state-of-the-art approaches on cell type classification, block identification, and relationship prediction.",38948735,38950391,https://www.aaai.org/AAAI21Papers/AAAI-6224.SunK.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,C,C,BC-D2-R1,E,3,Data Mining & Knowledge Management,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6224
AAAI-6237,Deep Wasserstein Graph Discriminant Learning for Graph Classification,Tong Zhang|Yun Wang|Zhen Cui|Chuanwei Zhou|Baoliang Cui|Haikuan Huang|Jian Yang,Main Track,"Graph topological structures are crucial to distinguish different-class graphs. In this work, we propose a deep Wasserstein graph discriminant learning (WGDL) framework to learn discriminative embeddings of graphs in Wasserstein-metric (W-metric) matching space. In order to bypass the calculation of W-metric class centers in discriminant analysis, as well as better support batch process learning, we introduce a reference set of graphs (aka graph dictionary) to express those representative graph samples (aka dictionary keys).On the bridge of graph dictionary, every input graph can be projected into the latent dictionary space through our proposed Wasserstein graph transformation (WGT). In WGT, we formulate inter-graph distance in W-metric space by virtue of the optimal transport (OT) principle, which effectively expresses the correlations of cross-graph structures.To make WGDL better representation ability, we dynamically update graph dictionary during training by maximizing the ratio of inter-class versus intra-class Wasserstein distance. To evaluate our WGDL method, comprehensive experiments are conducted on six graph classification datasets. Experimental results demonstrate the effectiveness of our WGDL, and state-of-the-art performance.",38948736,38950392,https://www.aaai.org/AAAI21Papers/AAAI-6237.ZhangT.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,D,D,BC-D2-R2,H,5,Graph-based Machine Learning,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6237
AAAI-6256,UNIpoint: Universally Approximating Point Processes Intensities,Alexander Soen|Lexing Xie|Alexander Mathews|Daniel Grixti-Cheng,Main Track,"Point processes are a useful mathematical tool for describing events over time, and there are many recent approaches for representing and learning them. One notable open question is how to precisely describe the flexibility of the various models, and whether there exists a general model that can represent {\em all} point processes. Our work bridges this gap. Focusing on the widely used event intensity function representation of point processes, we provide a proof that a class of learnable functions can universally approximate any valid intensity function. The proof connects the well known Stone-Weierstrass Theorem for function approximation, the uniform density of non-negative continuous functions using a transfer functions, the formulation of the parameters of a piece-wise continuous functions as a dynamical system, and recurrent neural networks for capturing the dynamics. Using these insights, we design and implement UNIPoint, a novel neural point process model, using recurrent neural networks to parameterise sums of basis function upon each event. Evaluations on synthetic and real world datasets show that this simpler representation performs better than Hawkes process variants and more complex neural network-based approaches. We expect this result will provide a basis for practically selecting and tuning models, as well as furthering theoretical work on fine-grained characterisation of representational complexity versus expressiveness.",38948737,38950393,https://www.aaai.org/AAAI21Papers/AAAI-6256.SoenA.pdf,8-Feb,12:45AM-02:30AM,7-Feb,04:45PM-06:30PM,B,B,AC-D4-R2,D,1,Time-Series/Data Streams,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6256
AAAI-6267,Boundary Proposal Network for Two-Stage Natural Language Video Localization,Shaoning Xiao|Long Chen|Songyang Zhang|Wei Ji|Jian Shao|Lu Ye|Jun Xiao,Main Track,"We aim to address the problem of Natural Language Video Localization (NLVL) — localizing the video segment corresponding to a natural language description in a long and untrimmed video. State-of-the-art NLVL methods are almost in one-stage fashion, which can be typically grouped into two categories: 1) anchor-based approach: it first pre-defines a series of video segment candidates (e.g., by sliding window), and then does classification for each candidate; 2) anchor-freeapproach: it directly predicts the probabilities for each video frame as a boundary or intermediate frame inside the positive segment. However, both kinds of one-stage approaches have inherent drawbacks: the anchor-based approach is susceptible to the heuristic rules, further limiting the capability of handling videos with variant length. While the anchor-free approach fails to exploit the segment-level interaction thus achieving inferior results. In this paper, we propose a novel Boundary Proposal Network (BPNet), a universal two-stage framework that gets rid of the issues mentioned above. Specifically, in the first stage, BPNet utilizes an anchor-free model to generate a group of high-quality candidate video segments with their boundaries. In the second stage, a visual language fusion layer is proposed to jointly model the multi-modal interaction between the candidate and the language query, followed by a matching score rating layer that outputs the alignment score for each candidate. We evaluate our BPNet on three challenging NLVL benchmarks (i.e., Charades-STA, TACoS and ActivityNet-Captions). Extensive experiments and ablative studies on these datasets demonstrate that the BPNet outperforms the state-of-the-art methods.",38948738,38950394,https://www.aaai.org/AAAI21Papers/AAAI-6267.XiaoS.pdf,6-Feb,08:45AM-10:30AM,6-Feb,04:45PM-06:30PM,D,D,BC-D3-R2,K,6,Language and Vision,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6267
AAAI-6269,A Bidirectional Multi-Paragraph Reading Model for Zero-Shot Entity Linking,Hongyin Tang|Xingwu Sun|Beihong Jin|Fuzheng Zhang,Main Track,"Recently, a zero-shot entity linking task is introduced to challenge the generalization ability of entity linking models. In this task, mentions must be linked to unseen entities and only the textual information is available. In order to make full use of the documents, previous work has proposed a BERT-based model which can only take fixed length of text as input. However, the key information for entity linking may exist in nearly everywhere of the documents thus the proposed model cannot capture them all. To leverage more textual information and enhance text understanding capability, we propose a bidirectional multi-paragraph reading model for the zero-shot entity linking task. Firstly, the model treats the mention context as a query and matches it with multiple paragraphs of the entity description documents. Then, the mention-aware entity representation obtained from the first step is used as a query to match multiple paragraphs in the document containing the mention through an entity-mention attention mechanism. In particular, a new pre-training strategy is employed to strengthen the representative ability. Experimental results show that our bidirectional model can capture long-range context dependencies and outperform the baseline model by 3-4\% in terms of accuracy.",38948739,38950395,https://www.aaai.org/AAAI21Papers/AAAI-6269.TangH.pdf,4-Feb,08:45AM-10:30AM,4-Feb,04:45PM-06:30PM,D,D,BC-D1-R2,B,6,Information Extraction,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6269
AAAI-6278,Discovering New Intents with Deep Aligned Clustering,Hanlei Zhang|Hua Xu|Ting-En Lin|Lv Rui,Main Track,"Discovering new intents is a crucial task in dialogue system. Most existing methods are limited in transferring the prior knowledge from known intents to new intents. These methods also have difficulties in providing high-quality supervised signals to learn clustering-friendly features for grouping unlabeled intents. In this work, we propose an effective method (Deep Aligned Clustering) to discover new intents with the aid of limited known intent data. Firstly, we leverage a few labeled known intent samples as prior knowledge to pre-train the model. Then, we perform k-means to produce cluster assignments as pseudo-labels. Moreover, we propose an alignment strategy to tackle the label inconsistency during clustering assignments. Finally, we learn the intent representations under the supervision of the aligned pseudo-labels. With an unknown number of new intents, we predict the number of intent categories by eliminating low-confidence intent-wise clusters. Extensive experiments on two benchmark datasets show that our method is more robust and achieves substantial improvements over the state-of-the-art methods.\footnote{Code available at https://github.com/hanleizhang/DeepAligned-Clustering}",38948740,38950396,https://www.aaai.org/AAAI21Papers/AAAI-6278.ZhangH.pdf,6-Feb,12:45AM-02:30AM,5-Feb,04:45PM-06:30PM,B,B,AC-D2-R2,A,1,Conversational AI/Dialog Systems,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6278
AAAI-6281,Continual Learning by Using Information of Each Class Holistically,Wenpeng Hu|Qi Qin|Mengyu Wang|Jinwen Ma|Bing Liu,Main Track,"Continual learning (CL) incrementally learns a sequence of tasks while solving the catastrophic forgetting (CF) problem. Existing methods mainly try to deal with CF directly. In this paper, we propose to avoid CF by considering the features of each class holistically rather than only the discriminative information for classifying the classes seen so far. This latter approach is prone to CF because the discriminative information for old classes may not be sufficiently discriminative for the new class to be learned. Consequently, in learning each new task, the network parameters for previous tasks have to be revised, which causes CF. With the holistic consideration, after adding new tasks, the system can still do well for previous tasks. The proposed technique is called Per-class Continual Learning (PCL). PCL has two key novelties. (1) It proposes a one-class learning based technique for CL, which considers features of each class holistically and represents a new approach to solving the CL problem. (2) It proposes a method to extract discriminative information after training to further improve the accuracy. Empirical evaluation shows that PCL markedly outperforms the state-of-the-art baselines for one or more classes per task. More tasks also result in more gains.",38948741,38950397,https://www.aaai.org/AAAI21Papers/AAAI-6281.HuW.pdf,5-Feb,12:45AM-02:30AM,4-Feb,04:45PM-06:30PM,B,B,AC-D1-R2,E,7,Multi-Class / Multi-label / Multi-view  Learning,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6281
AAAI-6288,A Supervised Multi-Head Self-Attention Network for Nested Named Entity Recognition,Yongxiu Xu|Heyan Huang|Chong Feng|Yue Hu,Main Track,"In recent years, researchers have shown an increased interest in recognizing the overlapping entities that have nested structures. However, most existing models ignore the semantic correlation between words under different entity types. Considering words in the sentence play different roles under different entity types, we argue that the correlation intensities of pairwise words in the sentence for each entity type should be considered. In this paper, we treat named entity recognition as a multi-class classification of word pairs and design a simple neural model to handle this issue. Our model applies a supervised multi-head self-attention mechanism, where each head corresponds to one entity type, to construct the word-level correlations for each type. Our model can flexibly predict the span type by the correlation intensities of its head and tail under the corresponding type. In addition, we fuse entity boundary detection and entity classification by a multitask learning framework, which can capture the dependencies between these two tasks. To verify the performance of our model, we conduct extensive experiments on both nested and flat datasets. The experimental results show that our model can outperform the previous state-of-the-art methods on multiple tasks without any extra NLP tools or human annotations.",38948742,38950398,https://www.aaai.org/AAAI21Papers/AAAI-6288.XuY.pdf,6-Feb,12:45AM-02:30AM,5-Feb,04:45PM-06:30PM,B,B,AC-D2-R2,C,4,Information Extraction,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6288
AAAI-6293,StrokeGAN: Reducing Mode Collapse in Chinese Font Generation via Stroke Encoding,Jinshan Zeng|Qi Chen|Yunxin Liu|Mingwen Wang|Yuan Yao,Main Track,"The generation of stylish Chinese fonts is an important problem involved in many applications. Most of existing generation methods are based on the deep generative models, particularly, the generative adversarial networks (GAN) based models. However, these deep generative models may suffer from the mode collapse issue, which significantly degrades the diversity and quality of generated results. In this paper, we introduce a one-bit stroke encoding to capture the key mode information of Chinese characters and then incorporate it into CycleGAN, a popular deep generative model for Chinese font generation. As a result we propose an efficient method called StrokeGAN, mainly motivated by the observation that the stroke encoding contains amount of mode information of Chinese characters. In order to reconstruct the one-bit stroke encoding of the associated generated characters, we introduce a stroke-encoding reconstruction loss imposed on the discriminator. Equipped with such one-bit stroke encoding and stroke-encoding reconstruction loss, the mode collapse issue of CycleGAN can be significantly alleviated, with an improved preservation of strokes and diversity of generated characters. The effectiveness of StrokeGAN is demonstrated by a series of generation tasks over nine datasets with different fonts. The numerical results demonstrate that StrokeGAN generally outperforms the state-of-the-art methods in terms of content and recognition accuracies, as well as certain stroke error, and also generates more realistic characters.",38948743,38950399,https://www.aaai.org/AAAI21Papers/AAAI-6293.ZengJ.pdf,5-Feb,12:45AM-02:30AM,4-Feb,08:45AM-10:30AM,D,B,AB-D1-R2,K,8,Language and Vision,http://widget1.virtualchair.net/custom/aaai/jump?paperId=6293
